"Year","Index_Delta","Index_Liberty_Island","Index_Sacramento","Index_San_Joaquin","Index_Yolo","Index_Watershed","MeanDischarge_SJ","MeanDischarge_Sac","MeanDischarge_Delta","MeanDischarge_Yolo","FlowTiming_SJ","FlowTiming_Sac","FlowTiming_Delta","FlowTiming_Yolo","MeanWT_Delta","MeanWT_Liberty_Island","MeanWT_Sacramento","MeanWT_San_Joaquin","MeanWT_Yolo","MeanDischarge_SJ_scaled","MeanDischarge_Sac_scaled","MeanDischarge_Delta_scaled","MeanDischarge_Yolo_scaled","FlowTiming_SJ_scaled","FlowTiming_Sac_scaled","FlowTiming_Delta_scaled","FlowTiming_Yolo_scaled","MeanWT_Delta_scaled","MeanWT_Liberty_Island_scaled","MeanWT_Sacramento_scaled","MeanWT_San_Joaquin_scaled","MeanWT_Yolo_scaled"
2005,0.102092730452438,NA,0.0578674000651514,5.19807469880916,0,NA,5100.84745762712,29501.6949152542,29499.4237288136,2391.08474576271,88.7439963250619,78.6026606862916,83.2003624791922,63.1319026460362,14.9324107323374,NA,15.0324830027665,14.2391666582652,18.0666666666667,-0.12968302154785,-0.316732381313275,-0.450718187509658,-0.485668520833601,0.705950050427859,1.03915884527229,1.2296053979171,-0.11108828913043,0.202178562055057,NA,0.654354486601176,-0.962433650030496,1.14706185030775
2006,0.179153711453645,NA,0.00878185626102293,1.4667751845483,0,NA,9985.08474576271,57974.5762711864,101409.627118644,36263.9491525424,92.3906812381389,74.7303145026543,73.0758416888115,58.619824425863,12.4011111332205,NA,11.5310000713666,12.6964879098393,13.3892916666667,0.528514995906213,1.12173118887212,0.863334828785718,0.804555561497522,1.07054179518221,0.566960386481622,0.298977406304113,-0.325700347917126,-1.9643086208607,NA,-1.89073104734309,-1.99437789051611,-1.6356536889281
2007,0.294605594748402,NA,0.0799183935238357,0.172132930176085,0,NA,2561.69491525424,18035.593220339,14408.2711864407,243.254237288136,76.698583759756,68.3741866021525,72.3509115168334,94.1141796097581,15.3640910873011,NA,15.4119047096797,15.7962499913715,16.525,-0.471858282660364,-0.896005317339478,-0.72648676530349,-0.567479808285415,-0.498337703559989,-0.208113343025234,0.232343110817397,1.3625497819819,0.57164488539019,NA,0.930140693887749,0.0791462506420364,0.229876508175619
2008,0.0541696893723899,NA,0.047517040802011,2.49926899975759,0.000260416666666667,NA,2343.5,24330,24351.3166666667,1363.16666666667,79.1765190864869,59.9779114101372,57.8368797424357,59.5773206031674,14.9265209427119,NA,14.5690477225516,15.6962896861727,NA,-0.501262149050672,-0.578008879420703,-0.544792258981167,-0.524822123091336,-0.250596320441981,-1.23196503841471,-1.1017609440874,-0.28015809092057,0.197137612442356,NA,0.31750222979956,0.0122797942704029,NA
2009,0.114095071788729,NA,0.146800299918536,3.74009132880678,0.000771604883973483,NA,1258.03389830508,14517.9661016949,14111.2372881356,470.576271186441,84.6344173984179,78.630004123778,79.2487478965226,80.1033175006444,14.6336151598619,NA,14.1947817270718,16.0575000473431,17.6722222222222,-0.647539160997793,-1.07371752006361,-0.73191462215287,-0.558821067204121,0.295078646183992,1.04249313627491,0.866379995072122,0.696138470854851,-0.0535544133327511,NA,0.045463499465957,0.25390427518961,0.912394609618089
2010,0.0225197504602677,0,0.198790421934767,9.04903271822011,NA,NA,2178.47457627119,27845.2542372881,28391.6101694915,2641.62711864407,91.1940653289226,68.8756790745216,72.3150628190427,52.2615031533381,14.1538632058768,13.7749998410543,13.1300000667572,15.5287499388059,NA,-0.5235009143522,-0.40041655579641,-0.470961848082115,-0.476125312463209,0.950905387721426,-0.146960759728715,0.229047962106895,-0.628126935431257,-0.464164228010585,-1.86855364154583,-0.728482983658101,-0.0997925847158428,NA
2011,0.0441561280354384,0,0.142423470819304,3.96097449453104,0,4.14755409338578,10324.9152542373,30033.8983050847,34148.7627118644,1020.81355932203,83.4935545605546,80.2123637520885,83.4974347479928,83.3890738579527,13.286161558139,NA,13.0002381165822,13.8916667699814,13.9573611111111,0.574310430024803,-0.289845211777099,-0.365758367811504,-0.537862420435323,0.181016372503488,1.23544793481489,1.25691175390192,0.85242187333681,-1.20681219393084,NA,-0.822801667689123,-1.19488678303036,-1.29769154767994
2012,0.0185724050167817,0,0.11764564377238,0.199319256214097,0,0.335537305003259,1706.83333333333,14145,11117.4666666667,129.016666666667,85.9362625694835,80.5062245495935,84.1564453894948,99.2959682817569,14.0939878668365,14.5083334445953,13.7808333486319,15.1078571913734,16.3204545454545,-0.587059114484152,-1.09255994572105,-0.786621369315179,-0.571831139869092,0.425235765220183,1.27128166689887,1.31748684307901,1.60901588492382,-0.515410297282244,-1.15055009880851,-0.255418741118314,-0.381340409898666,0.108186069661775
2013,0.00739194667766096,0,0.117423540965208,1.48087885492457,0,1.60569434256744,2024.57627118644,19998.3050847458,18084.406779661,395.864406779661,78.0664426717011,63.7446748009513,63.1289766991731,74.7808487684804,15.81889774355,16.7500000454131,15.5952777843627,17.0976191077914,16.7633333333333,-0.544240193244808,-0.796848176183773,-0.659310803661514,-0.561666856846706,-0.361580599732495,-0.772641469853785,-0.615320779240395,0.442981074927953,0.960904533600871,1.04425531205925,1.06342712390437,0.94967121626144,0.371668404310642
2014,0.00542686566905317,0,0.12893551265203,10.5998651949115,0,10.7342275732326,804.661016949153,8420.84745762712,7761.05084745763,167.627118644068,88.6160500612598,72.7167115504961,70.7563216354266,95.979512750332,16.6883072823286,16.1489584975772,15.6265626976887,17.1348808629172,16.6916666666667,-0.708635523453561,-1.38174686710974,-0.847954923154034,-0.570360460142315,0.693158116749373,0.321419268633428,0.0857712374908166,1.45127230984761,1.70501424828088,0.45577830978551,1.08616685501168,0.974596725627366,0.329031680298012
2015,0.00562008453389502,0,0.221762503251661,4.88526773621369,0,5.11265032399925,897.542372881356,14119.8305084746,10894.9661016949,712.830508474576,66.1618020420464,64.6262655269133,68.5783306391005,73.593782323203,17.5039532440244,16.8430070426914,17.0201984746116,18.1046945765283,NA,-0.69611886614833,-1.09383152045867,-0.790687239313398,-0.549593555552247,-1.55179412278049,-0.665139257411507,-0.114425831449755,0.386519559567119,2.40310882484835,1.13531803334022,2.09914402066516,1.62333430441757,NA
2016,0.0252218491161839,0,1.75606315830806,3.90715697883429,0,5.68844198625853,1345.43333333333,24388.8333333333,22903.4833333333,533.366666666667,81.9323071397619,70.5399878365838,70.9916174940334,75.9667883610835,15.8593881689029,16.963333161672,14.7935516294979,17.8434722767936,17.2122727272727,-0.63576124533388,-0.575036591310672,-0.571249279947245,-0.55642936866293,0.0249244877621369,0.0559870127918157,0.10739921543306,0.499388992775492,0.995559454570511,1.25312878044723,0.480684988955453,1.44859484685213,0.638756381582139
2017,0.0115308026313461,0,0.0195694487716268,2.3263297659131,0,2.35743001731607,20758.6101694915,74432.2033898305,203296.118644068,101470.338983051,78.4085194456649,71.3731388148534,63.219753511169,47.2330045422242,13.7477674239253,16.0833332538605,11.8499998152256,14.0000001589457,15.7054166666667,1.98035131272776,1.95317837421054,2.7251603444631,3.28827980373652,-0.327380121535933,0.157582425294251,-0.606976735706694,-0.86730196451481,-0.811733242338708,0.391524936894756,-1.65886310757768,-1.12241931894681,-0.257719050736245
2018,0.0370017415069498,0,1.06033624939875,0.689940459870817,0,1.78727845077652,2208.30508474576,15974.5762711864,14418.9661016949,126.779661016949,91.6119059950796,77.7101200361182,81.209637239873,96.9818087628763,14.6538461330864,15.4263889789581,14.7406249503295,16.2497221840753,18.3125,-0.519480966020593,-1.00012887834581,-0.726291331484833,-0.571916347855252,0.992680660643202,0.930321386162675,1.04662146517817,1.49894542194131,-0.0362391401015292,-0.251686167141979,0.442214738450071,0.38248744721876,1.29331572918828
2019,0.0246969017975654,0,0.0400793650793651,3.32980291818403,0,3.39457918506096,4911.35593220339,42830.5084745763,55856.3559322034,8280,90.2971595537692,78.2630782952651,78.7728485707009,69.1826501194249,13.4549792874921,15.0416667461396,12.0225000739098,13.5822916196452,15.3407986111111,-0.155218829699762,0.356645648089543,0.0309159148777521,-0.261358577966669,0.861233686097082,0.997749768172538,0.822636173219315,0.176708887491324,-1.06232457696921,-0.628365927621676,-1.53347968530203,-1.40183713148399,-0.474641647081504
