"Year","Index_Delta","Index_LI","Index_SJ","Index_Sac","Index_Yolo","log_Index_Delta","log_Index_LI","log_Index_SJ","log_Index_Sac","log_Index_Yolo","Index_Watershed","MeanFlow_SJ","MeanFlow_Sac","MeanFlow_Delta","MeanFlow_Yolo","FlowTiming_SJ","FlowTiming_Sac","FlowTiming_Delta","FlowTiming_Yolo","MeanWT_Delta","MeanWT_LI","MeanWT_Sac","MeanWT_SJ","MeanWT_Yolo"
1995,0.629898466722474,NA,1.1728411656245,0.140780332884691,NA,-0.462196636517443,NA,0.15942915182799,-1.96055452623121,NA,NA,18101.4018691589,61990.6542056075,118659.728971963,35950.2242990654,113.55332111418,104.662415196744,98.8113793694701,84.2239929871884,14.8586988173026,NA,14.1899904186785,13.8160828064117,NA
1996,0.480505928070696,NA,0.0462109759728807,0.0547848225607966,NA,-0.73291571335196,NA,-3.07453793394038,-2.90434208395823,NA,NA,10337.8703703704,45858.3333333333,65136.8703703704,10274.1111111111,96.9517326621824,99.329618188059,91.2205998707565,65.591967945321,15.7609919628279,NA,15.4304598160597,16.0267333688602,NA
1997,0.0607323523851652,NA,0.0371122283556146,0.198716878726799,NA,-2.80127873468098,NA,-3.293808758404,-1.61587418725048,NA,NA,8966.16822429906,17567.0093457944,22981.8785046729,551.429906542056,83.9659780274761,94.4663903770343,86.3170803814952,97.937359117333,16.2562474909194,NA,15.6585834992431,17.6402920978688,NA
1998,0.507443927889108,NA,3.31872486421023,0.0788356352642067,NA,-0.678369061088338,NA,1.19958063210681,-2.54039016017577,NA,NA,20289.7196261682,58746.7289719626,94305.1495327103,13434.8971962617,102.733947489636,102.741500819294,98.2770700324488,76.4756631843142,14.951182042195,NA,13.4118239231451,16.3597732801023,NA
1999,0.0926289434410473,NA,0.0888770179060358,0.0382345278178612,NA,-2.37915362200983,NA,-2.42050168612593,-3.26401630203622,NA,NA,6961.96261682243,37152.3364485981,45032.0654205607,4466.58878504673,96.3360315734364,91.1632581188841,88.3399083643618,71.8507778417116,15.2738653199334,NA,15.4099475440699,15.4469993801582,12.2453011478385
2000,0.612426075396743,NA,0.20325980899507,0.382224863955789,0.150888888888889,-0.490327037077077,NA,-1.59327027098038,-0.961746194462557,-1.89121154819972,NA,7481.94444444444,36899.0740740741,50157.3055555556,9927.83333333333,91.790310005569,89.9503400165617,83.2370307563851,66.2906241897546,16.2605211987692,NA,16.6595029343105,16.5943027916688,15.5161805555556
2001,0.14064414722353,NA,0.0210394582269582,0.256818472747276,0.0444444444444444,-1.96152235725813,NA,-3.86135564111344,-1.35938577537936,-3.11351530921037,NA,3313.08411214953,16371.4018691589,16281.6542056075,1063.06542056075,102.093737658674,91.9651946065055,90.1502126411413,82.951225516053,17.7213121622062,NA,18.3506134676801,19.8831745338604,19.0657142857143
2002,0.0197843925760708,NA,0.000297619047619048,0.0903323546557545,0,-3.92286190585077,NA,-8.11969625295725,-2.40425958089837,NA,NA,2386.91588785047,16533.0841121495,13885.7196261682,278.158878504673,107.67920908379,99.1082451499118,101.625678098658,125.4785135907,16.7605189813558,NA,15.8384377296677,17.6626196860561,18.232
2003,0.544621843420806,0.0573242784218614,0.0450038304949019,0.406754259769411,0.026,-0.607663590437745,-2.85903103781218,-3.10100767072557,-0.899546060241058,-3.64965874096066,1.07970421210698,2421.58878504673,28882.2429906542,26097.4579439252,1306.81308411215,107.36115935317,109.887619725602,112.763285928948,109.286871822011,16.3980362987,16.3653686117636,14.984167780411,17.4439046754246,17.7301470588235
2004,0.360139539993525,0.347143881016103,0.0416665700371057,0.240596587980922,0.0765798611111111,-1.02126371154063,-1.0580159422781,-3.1780561494601,-1.42463365683504,-2.56942114657904,1.06612644013877,2820.27777777778,30029.6296296296,37041.5185185185,11159.9444444444,101.505564857678,87.3751541687222,78.2004477458228,62.3685908764314,18.232542086902,18.0154767932729,17.2931771743505,18.8104315297932,17.6508401084011
2005,0.761550184013059,NA,0.515464105585753,0.104449415498523,0.162265151515152,-0.272399207291004,NA,-0.662687608238942,-2.2590523869883,-1.81852354399737,NA,9822.14953271028,31171.9626168224,39590.3177570093,1548.81308411215,110.959542137264,110.48524914553,110.54867446114,100.574893044417,16.2770689850742,NA,15.6379598761748,15.5602582103822,20.0177777777778
2006,0.647312288509837,NA,1.07495982733922,0.801571654352408,NA,-0.434926429353438,NA,0.0722832909643463,-0.22118091061358,NA,NA,20390.2803738318,60847.6635514019,112549.710280374,29200.5140186916,114.317949728659,102.786536009953,102.200491844974,93.2653730010514,15.8480183076827,NA,14.6632144490283,15.9191623415039,13.4742745098039
2007,0.0239835011032925,NA,0.000264550264550265,0.159759933415035,NA,-3.73038913906854,NA,-8.23747928861363,-1.83408300665586,NA,NA,2536.82242990654,14205.7009345794,12165.0654205607,369.355140186916,106.430039787798,95.6517588700074,97.2487466024206,120.168771033122,17.0345120775402,NA,17.1288650986682,17.6017100635753,18.1571428571429
2008,0.0888925998325518,NA,0.00118518518518519,0.278332602754183,0.0293247172917497,-2.42032638140565,NA,-6.73785624218674,-1.27893846763811,-3.52932452500911,NA,2346.2037037037,12096.4814814815,11053.537037037,650.722222222222,106.966652196219,97.3044656389216,96.2129542914871,97.3786106605197,16.7197981870849,NA,17.1694579490309,15.7187026807451,19.6651096647905
2009,0.265847399832864,NA,0.0665414462081129,0.258390304523576,0.0152116403789525,-1.32483281965941,NA,-2.70993027421091,-1.35328402897122,-4.18569432981136,NA,1651.96261682243,18472.8971962617,17006.1401869159,714.943925233645,108.625028286943,96.9759688353739,96.0263906879154,89.6904273258474,16.5330970017861,NA,17.0302608628946,17.2619331769603,19.0698426573427
2010,0.556356608880587,0.0670534403867737,0.949127893446941,0.620179551421502,NA,-0.586345807450892,-2.70226535980609,-0.0522117229118966,-0.477746243801776,NA,NA,4017.47663551402,19461.6822429907,21200.9439252336,633.214953271028,111.691883592714,104.877881290818,106.088203619923,99.8848924048765,15.6381098592353,15.5990873867562,14.4189985581448,15.7674320054845,16.1657894736842
2011,3.0040332634136,0.501161705615079,4.3420416646216,1.22056524184869,0.206995514639395,1.09995580688106,-0.690826464276155,1.4683446671313,0.199314064439567,-1.57505815436025,9.27479739013835,16606.0747663551,47170.0934579439,73578.5327102804,10813.3177570093,104.964127529054,102.679842288794,100.171494555439,86.4983824895746,14.4777426713944,15.4348524185008,14.6478205045735,15.472271060235,18.0431678541786
2012,0.0991270541061632,0.0737634741801408,0.0184731670445956,0.47871552001895,0.00656185624171621,-2.31135287685935,-2.60689159970228,-3.99143602981156,-0.736648761929054,-5.02648175237656,0.676641071591566,2233.7962962963,18449.6296296296,18293.1388888889,337.75,112.329119170984,103.921613401855,102.47643900086,120.013597609453,16.7306991735564,17.1317691865168,16.2078121146083,17.0123543284115,17.1333001866469
