"Year","Index_Delta","Index_LI","Index_SJ","Index_Sac","Index_Yolo","log_Index_Delta","log_Index_LI","log_Index_SJ","log_Index_Sac","log_Index_Yolo","Index_Watershed","MeanFlow_SJ","MeanFlow_Sac","MeanFlow_Delta","MeanFlow_Yolo","FlowTiming_SJ","FlowTiming_Sac","FlowTiming_Delta","FlowTiming_Yolo","MeanWT_Delta","MeanWT_LI","MeanWT_Sac","MeanWT_SJ","MeanWT_Yolo"
1995,0.0132168865636128,NA,NA,0.125560134310134,NA,-4.32625998185563,NA,NA,-2.07497047732009,NA,NA,18187.7419354839,51374.1935483871,72909.8064516129,6588.91935483871,146.415744386506,145.333699610699,142.820161144746,126.144428696272,17.9275752083117,NA,17.5652500759619,17.6037618065036,NA
1996,0.00914448576284616,NA,NA,0.039216767629917,NA,-4.6946042302298,NA,NA,-3.23865087798167,NA,NA,6126.29032258064,31875.8064516129,30910.6935483871,524.838709677419,146.292472948424,148.922734402672,145.043076751286,142.786539643516,19.4789102823171,NA,19.3404637562151,18.2023798172693,NA
1997,0.000859484319978147,NA,NA,0.00183531746031746,NA,-7.05917797649783,NA,NA,-6.30053780954108,NA,NA,3770.32258064516,13241.4516129032,10416.5322580645,538.5,144.366358658453,153.754388101879,147.028538690822,152.028034863869,20.9085912259403,NA,19.5244049369722,20.4343226568678,NA
1998,0.0615515288600797,NA,NA,0.0255001084073054,NA,-2.78788058734124,NA,NA,-3.66907257555992,NA,NA,17864.5161290323,51817.7419354839,69289.1290322581,2262.29032258065,150.747201155652,150.98396986958,150.166494022476,153.419415094609,17.1614148940917,NA,15.9998641356502,18.8278209764919,NA
1999,0.00136663832199546,NA,NA,0.059913761099277,NA,-6.59540133415838,NA,NA,-2.81484906570015,NA,NA,4352.25806451613,18619.3548387097,18261.6129032258,583.790322580645,144.060850874592,148.476437976438,145.032018512303,151.702168807846,19.251048773086,NA,20.5929349816875,20.7661187327379,16.33
2000,0.00149285961227926,NA,NA,0.021326788291074,0,-6.50706179546965,NA,NA,-3.84779133021888,NA,NA,3841.29032258065,18409.6774193548,15846.6612903226,559.806451612903,145.71569533087,148.792798317855,142.913024316713,155.008643540394,20.0194174664093,NA,20.2148550980677,19.4482748088246,23.195
2001,0.0019713130736977,NA,0,0.00258763227513227,0,-6.22905542339602,NA,NA,-5.95701200087321,NA,NA,2579.1935483871,10680.3225806452,8669.45161290323,575.661290322581,142.880432743418,153.500362439216,148.467382689682,151.13249838895,21.5578766782572,NA,20.9401550926555,21.0910540343436,19.7225
2002,0.0154583379002291,NA,0,0.00595509493078937,0,-4.16960675129008,NA,NA,-5.12350813494352,NA,NA,2107.74193548387,13395.8064516129,10597.2419354839,530.354838709677,144.038644015917,152.313374431093,147.046891385312,152.190681832005,20.0828457060421,NA,20.0181064306719,19.2942286135884,22.1846153846154
2003,0.00231991325587385,0.000158730158730159,0.00740298061726633,0.04191380428434,NA,-6.06622548371248,-8.74830491237962,-4.90587257375149,-3.17214004845323,NA,NA,2350.16129032258,31706.4516129032,27502.8870967742,1253.59677419355,147.344108160044,143.999847390375,138.784413835732,136.115731508048,20.1136019788055,19.5455337235662,18.5928925144845,20.0465935898128,22.559649122807
2004,0.0333416314253899,0,0.00231481481481481,0.00263897478183192,NA,-3.40094846988157,NA,-6.06842558824411,-5.93736477746268,NA,NA,2055.8064516129,13775.8064516129,9185.06451612903,541.564516129032,145.482347403107,153.244233696288,146.758626381538,153.353634928671,21.1938502184126,20.3462572414487,20.3302919806016,21.4676753328404,22.2991666666667
2005,0.035118403985228,NA,0.00170068027210884,0.117328151320981,NA,-3.34902995585982,NA,-6.37672694789863,-2.14278055790545,NA,NA,10150.3225806452,34240.3225806452,39442.6290322581,1057.83870967742,149.844959638975,149.601158792218,147.00670267105,146.223508065746,19.0962218239914,NA,18.9620993669967,18.3966078790618,21.2440476190476
2006,0.210174089301212,NA,0.00448051948051948,0.0118031048799189,NA,-1.55981909502018,NA,-5.40801628380446,-4.43939265670508,NA,NA,21116.1290322581,40366.1290322581,59714.5967741935,2230.75806451613,145.947754353804,143.84920286091,142.307590001364,130.324640112214,19.6185249150363,NA,18.9743287896179,19.7519419380685,18.35
