"Year","Index_SJ","log_Index_SJ","MeanFlow_SJ","FlowTiming_SJ","MeanWT_SJ","MeanFlow_SJ_stnd","FlowTiming_SJ_stnd","MeanWT_SJ_stnd","PC1","PC2","PC3"
1995,1.1728411656245,0.15942915182799,18101.4018691589,113.55332111418,13.8160828064117,1.46198095798243,1.27937509618263,-2.07899972533834,2.09601203209751,0.992489620645817,-0.223268543966292
1996,0.0462109759728807,-3.07453793394038,10337.8703703704,96.9517326621824,16.0267333688602,0.377948286378521,-1.03590289541008,-0.568587676308486,0.418698630038577,-1.02755744931118,-0.678605794462565
1997,0.0371122283556146,-3.293808758404,8966.16822429906,83.9659780274761,17.6402920978688,0.186415613099283,-2.84691224532207,0.533865414881344,-0.492551714682285,-2.7772820768563,-0.389506952471252
1998,3.31872486421023,1.19958063210681,20289.7196261682,102.733947489636,16.3597732801023,1.7675388017059,-0.229508087384741,-0.34104040886937,1.12776472512502,-0.661752316007543,1.49046264130338
1999,0.0888770179060358,-2.42050168612593,6961.96261682243,96.3360315734364,15.4469993801582,-0.0934343958116696,-1.12176932826951,-0.964687004099933,0.377085825215084,-0.94716251341752,-1.70408905304582
2000,0.20325980899507,-1.59327027098038,7481.94444444444,91.790310005569,16.5943027916688,-0.0208286119785606,-1.75572126199097,-0.180799705910519,-0.0902269359907411,-1.63186145030925,-0.98439554863357
2001,0.0210394582269582,-3.86135564111344,3313.08411214953,102.093737658674,19.8831745338604,-0.602932362606278,-0.318792539647454,2.06629967356715,-1.52372535254673,-0.317910436501791,1.58396998225015
2002,0.000297619047619048,-8.11969625295725,2386.91588785047,107.67920908379,17.6626196860561,-0.732254516409381,0.4601641909469,0.549120588537791,-0.659303981236844,0.582413244870179,0.0119056614116417
2003,0.0450038304949019,-3.10100767072557,2421.58878504673,107.36115935317,17.4439046754246,-0.727413091680728,0.415808583429845,0.399685036409817,-0.57708568622867,0.552354343459344,-0.175009191832466
2004,0.0416665700371057,-3.1780561494601,2820.27777777778,101.505564857678,18.8104315297932,-0.671743594623009,-0.400819843560992,1.33335526960809,-1.15674859963509,-0.312838649468981,0.621279345076179
2005,0.515464105585753,-0.662687608238942,9822.14953271028,110.959542137264,15.5602582103822,0.305937470484009,0.917643482507618,-0.887303674171985,0.760211620298257,0.859028453176615,-0.293313204583709
2006,1.07495982733922,0.0722832909643463,20390.2803738318,114.317949728659,15.9191623415039,1.78158023838524,1.38601114537539,-0.642084853386312,1.47123237602525,0.881864534184939,1.8482259688912
2007,0.000264550264550265,-8.23747928861363,2536.82242990654,106.430039787798,17.6017100635753,-0.711322858013803,0.285953500979119,0.507504500830576,-0.642440715009291,0.416368748522243,-0.0874199664322565
2008,0.00118518518518519,-6.73785624218674,2346.2037037037,106.966652196219,15.7187026807451,-0.737939215151743,0.360790128981617,-0.779047561151023,0.0753577247214657,0.605990429569699,-1.57789972658218
2009,0.0665414462081129,-2.70993027421091,1651.96261682243,108.625028286943,17.2619331769603,-0.834877061062016,0.592069303003959,0.275354240521356,-0.547247831440042,0.758045824654014,-0.364478883372002
2010,0.949127893446941,-0.0522117229118966,4017.47663551402,111.691883592714,15.7674320054845,-0.504577057539276,1.01977672469929,-0.745753579516062,0.25110394225044,1.16084266426708,-0.99531534607468
2011,4.3420416646216,1.4683446671313,16606.0747663551,104.964127529054,15.472271060235,1.2531863605203,0.0815155702299353,-0.94742029956706,1.22211040821438,-0.177781385425754,0.342602696594033
2012,0.0184731670445956,-3.99143602981156,2233.7962962963,112.329119170984,17.0123543284115,-0.753634817363047,1.10864638401499,0.104831179828498,-0.353942301455301,1.23745550291747,-0.250070411131717
2013,0.0141864077280744,-4.25547097503383,1933.4953271028,105.965753755728,18.3862000226246,-0.795566258224835,0.221203598584917,1.04350196086271,-0.996684098673342,0.331395061839213,0.412147001899371
2014,0.0845125861792528,-2.47085480684389,1262.14953271028,109.879925953351,18.0206704920406,-0.889307202687923,0.767078878571765,0.793756380693403,-0.850719078600343,0.892345864704997,0.250734852245984
2015,0.00798280423280423,-4.83046552163004,604.859813084112,98.0202719406675,17.9827975562796,-0.981085477934868,-0.886883090360572,0.767879953420252,-1.05622556267874,-0.638104511511451,-0.590033320122489
2016,0.0174383611160822,-4.04908283761872,1745.63888888889,106.448381946544,19.271739819985,-0.82179691325944,0.288511521049652,1.64854103965188,-1.34472826842589,0.349156874094192,1.11344829701367
2017,3.42424288064398,1.23088039053126,24296.261682243,98.015001730969,16.5339565889115,2.32697782628099,-0.887618080302124,-0.222030840901328,1.29662867687444,-1.4422408747744,1.97499176466887
2018,0.0645757020757021,-2.73991706780688,4888.41121495327,107.740641608993,16.8701077544207,-0.38296725417993,0.468731646644392,0.00764216997840567,-0.163905368987077,0.543685503177379,-0.220507848416582
2019,0.634992283950617,-0.454142431422143,13361.308411215,103.165291048221,14.4094551561742,0.800115133689841,-0.16935238295352,-1.67358207957085,1.35932953472996,-0.228945006499007,-1.11585442022689
