"Year","Index_Delta","log_Index_Delta","MeanFlow_Delta","FlowTiming_Delta","MeanWT_Delta","MeanFlow_Delta_stnd","FlowTiming_Delta_stnd","MeanWT_Delta_stnd","PC1","PC2","PC3"
1995,0.0522546479553237,-2.95162643601082,146707.893333333,96.6607908940505,14.6173420152266,2.64328430857565,-1.16928024170853,-1.52953375556011,-2.39479309259037,-0.767501999444628,0.984785557498962
1996,0.0245468176111414,-3.70717306201823,52635.0666666667,102.156074910769,15.722056407685,0.265498262733115,-0.0752113314062466,-0.557460350483985,-0.441708905273308,0.0976233635829851,-0.428845260662408
1997,0.0363191555577101,-3.31540997558238,16594.32,100.395944315083,16.3207562841028,-0.645468140024204,-0.425639836457715,-0.0306452465429731,0.277887014744804,-0.322697232166664,-1.25363781362509
1998,0.0538332972097245,-2.92186309601455,84373.28,102.841989628312,14.9326385828571,1.06771377445978,0.0613490293138731,-1.2520942560861,-1.21781610180778,0.389244975417939,-0.130298479945475
1999,0.0647878417252741,-2.73663732092457,38235.44,98.1723169220319,14.9143936661712,-0.0984668966711401,-0.86834699980584,-1.268148539808,-0.71810754115893,-0.353130361678441,-2.44468051803608
2000,0.105366315788882,-2.25031227849861,38185.8666666667,96.8988114276137,16.555784977497,-0.0997199129184726,-1.12189217859973,0.176163991969684,-0.0122929370974098,-1.07107248508249,-0.624924757292619
2001,0.036257809260721,-3.31710049300075,12756.8133333333,101.096851773849,17.6683976573468,-0.742465010705682,-0.286094535923316,1.15518735186783,0.958630186870557,-0.588022158273747,0.324880176027789
2002,0.0587123342944883,-2.83510544995384,13978.2666666667,103.963564390435,16.2453052341681,-0.711591539645445,0.284645964301266,-0.097037030272136,0.379556791347475,0.350973319620824,-0.983702895311758
2003,0.111603271890714,-2.19280491144755,28736.8533333333,114.829272887219,15.8116198374638,-0.338553302400766,2.44792520857181,-0.478650633918577,0.282838852702117,2.41531427005669,0.426231110428678
2004,0.0281612276887575,-3.56980915174071,22532.04,98.6322919126127,17.8669563083042,-0.495386248574854,-0.776769506234988,1.3299054376112,0.844252776897894,-1.11372187120746,0.60800915272699
2005,0.298857369049372,-1.20778884599556,38072.7733333333,108.703067598963,16.0897288863084,-0.102578461549427,1.22824471096347,-0.233933617521932,0.108282492239875,1.20415871946659,0.320159966259661
2006,0.0873920558091551,-2.43735089508391,131336.213333333,103.742942489789,14.9072288548609,2.254749515902,0.240721835594862,-1.27445308564779,-1.85377563571134,0.460710217795141,1.67860077846519
2007,0.10900103136821,-2.21639793470409,10600.76,105.814723975765,17.2172645321433,-0.796961444072755,0.653197643187381,0.758220935794175,0.91650465419964,0.404460838552855,0.304837899742612
2008,0.0596955818678466,-2.81849726688584,9263.78666666667,105.742432180361,16.7913511686365,-0.830754800223602,0.638804901050519,0.38344619188038,0.740793971383798,0.520708178205354,-0.268529427817186
2009,0.257087422496092,-1.35833908657559,13465.52,109.163436688669,16.3789385766158,-0.724551731363426,1.31990066664823,0.0205512071145056,0.592014897473481,1.25353479911446,-0.174537942606465
2010,0.336733728059395,-1.08846278539546,19959.4666666667,109.453929296708,15.0993933098961,-0.56041064712494,1.37773551743323,-1.10536145670199,-0.0670888579541109,1.67246699698033,-1.44613235730869
2011,0.130329719171495,-2.03768773819135,86854.7866666667,98.8849442034206,14.8696265473137,1.13043637070505,-0.726468372453983,-1.30754055457701,-1.3909685374209,-0.313499359818677,-0.622511273922882
2012,0.165148298991278,-1.80091142697871,22663.3866666667,103.063279745187,16.3057190571292,-0.492066328442395,0.105406194747639,-0.0438769818466123,0.261562358735962,0.151740789756607,-0.70716865286927
2013,0.267535540116107,-1.31850286122409,11261.0533333333,104.534405899271,17.8108374070118,-0.780271860802062,0.398296131540566,1.2805246276563,1.13949506991549,-0.00497896104156936,0.882751245383265
2014,0.206629343797003,-1.5768287004509,7015.92,99.5099621052312,18.0294807288704,-0.887571908652305,-0.602032100793965,1.47291585549508,1.15670613207602,-0.970379580466324,0.347367332113383
2015,0.0594473274510591,-2.8226646114217,6448.12,105.875742593707,18.5045515746332,-0.901923629172124,0.665345982133439,1.89094583486862,1.55652138031004,0.0419090529219084,1.71679925353001
2016,0.0483138149945673,-3.03003773448864,34766.0533333333,90.8191645950418,17.6291357368829,-0.186159161227652,-2.33230324468811,1.12063953663548,0.349739617016089,-2.48308067288655,-0.231720533580118
2017,0.217265844640307,-1.5266335847444,97385.16,103.115449349093,16.1067666641394,1.39660223024954,0.115792762852706,-0.21894153375424,-0.860367448305774,0.0625166847244691,1.80222110920848
2018,0.124580741489918,-2.08280124725606,30144.2666666667,99.3077148999036,16.947074642006,-0.302979503852213,-0.642297968558262,0.52047223955566,0.342712414682811,-0.734309777387313,-0.138289885680089
2019,0.386104667497406,-0.951646786954646,79304.5333333333,99.9670458519395,15.5472294445184,0.939596064798337,-0.511030231708285,-0.711296167727468,-0.950579553276146,-0.302967746742304,0.0583362172731118
