"Year","Index_Sac","log_Index_Sac","MeanFlow_Sac","FlowTiming_Sac","MeanWT_Sac","MeanFlow_Sac_stnd","FlowTiming_Sac_stnd","MeanWT_Sac_stnd","PC1","PC2","PC3"
1995,0.140780332884691,-1.96055452623121,61990.6542056075,104.662415196744,14.1899904186785,1.73789612297306,0.930383057753562,-1.43925901114824,1.77147773165092,-0.389585116803917,0.42857654067433
1996,0.0547848225607966,-2.90434208395823,45858.3333333333,99.329618188059,15.4304598160597,0.842220704301176,0.0240147732206846,-0.594929724318606,0.659232104559909,-0.562519854404384,0.0953293273508518
1997,0.198716878726799,-1.61587418725048,17567.0093457944,94.4663903770343,15.6585834992431,-0.72852932341934,-0.802544992919366,-0.439656642098426,-0.376347491703193,-0.302870950032201,-1.75719243872346
1998,0.0788356352642067,-2.54039016017577,58746.7289719626,102.741500819294,13.4118239231451,1.5577915915303,0.603902251117117,-1.96892041480359,1.8396860302757,-0.618131189426512,-0.62056014018424
1999,0.0382345278178612,-3.26401630203622,37152.3364485981,91.1632581188841,15.4099475440699,0.358858919817149,-1.36394913290988,-0.608891464944347,-0.0251325152453568,-1.50580619920197,-1.20288028523467
2000,0.382224863955789,-0.961746194462557,36899.0740740741,89.9503400165617,16.6595029343105,0.344797652059608,-1.57009808211804,0.24162223069643,-0.519282853824233,-1.6037954436456,-0.241096002593394
2001,0.256818472747276,-1.35938577537936,16371.4018691589,91.9651946065055,18.3506134676801,-0.794910114855444,-1.22765108942426,1.39268178412389,-1.4497125040534,-0.474224404104574,0.289468522911793
2002,0.0903323546557545,-2.40425958089837,16533.0841121495,99.1082451499118,15.8384377296677,-0.785933426886678,-0.0136100417686245,-0.317238310434393,-0.185239499295455,0.452602116838025,-1.20597517299714
2003,0.406754259769411,-0.899546060241058,28882.2429906542,109.887619725602,14.984167780411,-0.10030126420387,1.81846480124416,-0.898699762477167,1.03196003738736,1.61262858052284,-0.216062436296335
2004,0.240596587980922,-1.42463365683504,30029.6296296296,87.3751541687222,17.2931771743505,-0.0365977204683213,-2.00777961686582,0.672934539008755,-1.04608685985953,-1.71726834951576,-0.320282279149807
2005,0.104449415498523,-2.2590523869883,31171.9626168224,110.48524914553,15.6379598761748,0.0268252417122211,1.92003858161577,-0.453694174176091,0.903997640870312,1.6648159567142,0.542223214950093
2006,0.801571654352408,-0.22118091061358,60847.6635514019,102.786536009953,14.6632144490283,1.67443664675454,0.61155648367739,-1.11715762847857,1.47542343114861,-0.606253275566312,0.596593862343047
2007,0.159759933415035,-1.83408300665586,14205.7009345794,95.6517588700074,17.1288650986682,-0.915151034104166,-0.601078406854753,0.561095022474757,-0.875361598872254,0.0872850518738612,-0.54240394783353
2008,0.278332602754183,-1.27893846763811,12096.4814814815,97.3044656389216,17.1694579490309,-1.03225607011738,-0.320182472406647,0.588724670146418,-0.840801928092501,0.41555851451312,-0.463856445938571
2009,0.258390304523576,-1.35328402897122,18472.8971962617,96.9759688353739,17.0302608628946,-0.678233926609353,-0.37601416519772,0.493979748011021,-0.662723456896924,0.134215914038153,-0.26173404216377
2010,0.620179551421502,-0.477746243801776,19461.6822429907,104.877881290818,14.4189985581448,-0.623336031401504,0.967003921765972,-1.28338392105576,0.699407870713011,1.14174514394091,-1.72394273439367
2011,1.22056524184869,0.199314064439567,47170.0934579439,102.679842288794,14.6478205045735,0.915050355292494,0.593422696687221,-1.12763556382342,1.14984835237118,-0.146189461894279,-0.190738106117988
2012,0.47871552001895,-0.736648761929054,18449.6296296296,103.921613401855,16.2078121146083,-0.679525754837274,0.804475536631172,-0.0658225063295607,0.0229031957045741,1.14314015001974,-0.307470545629314
2013,0.0703102752488913,-2.65483732798864,12400.3738317757,103.473696903922,17.8617689802461,-1.01538379797278,0.728347135871809,1.05994828959585,-0.697974158538248,1.3894282744739,0.759213085133724
2014,0.637205095366617,-0.450663704483211,9743.17757009346,95.7314296128611,17.2817056486364,-1.16291281087916,-0.587537476193006,0.665126409968666,-1.02736471163036,0.26473328805866,-0.649951157172422
2015,0.192323314895777,-1.64857739142893,7559.90654205607,102.599844234835,18.3778372327079,-1.2841292314794,0.579826135855316,1.41121172299967,-1.0365070800435,1.45733549757126,0.855805490071892
2016,0.696941983557659,-0.361053109049508,26906.4814814815,93.1055851887539,17.9049785761699,-0.209996641015117,-1.03382900055672,1.08935903313177,-0.983765759083876,-0.695785670273609,0.598331407216288
2017,0.363812255000605,-1.01111732737256,60307.476635514,100.696431062003,15.7863868405831,1.64444516903229,0.256319853990964,-0.352666907183679,0.964491767251056,-0.835958696514609,1.34640511065135
2018,0.266445210323186,-1.32258664629438,22484.8598130841,99.6892945616573,18.8843073654377,-0.455487532896456,0.0851457814316438,1.75594216687119,-1.02399096393838,0.524184254618085,1.84920034247042
2019,2.96186384304353,1.08581874687667,55911.214953271,99.0787296280819,17.3848477760444,1.4003622776734,-0.01862653364793,0.735330414243449,0.231863219144582,-0.829284131799037,2.34299883065452
