"Year","Index_Delta","log_Index_Delta","MeanFlow_Delta","FlowTiming_Delta","MeanWT_Delta","MeanFlow_Delta_stnd","FlowTiming_Delta_stnd","MeanWT_Delta_stnd","PC1","PC2","PC3"
1995,0.629898466722474,-0.462196636517443,118659.728971963,98.8113793694701,14.8586988173026,2.13038821901046,0.245909673841296,-1.56126327560859,2.02508970324339,-0.160813324841244,0.757387137034541
1996,0.480505928070696,-0.73291571335196,65136.8703703704,91.2205998707565,15.7609919628279,0.631573437489325,-0.678623050167065,-0.709579839169356,0.668694735474518,-0.740006344722837,-0.415525932693815
1997,0.0607323523851652,-2.80127873468098,22981.8785046729,86.3170803814952,16.2562474909194,-0.548903961775195,-1.27585607892295,-0.242103241156489,-0.275555524941292,-1.05484466779067,-1.54094959290546
1998,0.507443927889108,-0.678369061088338,94305.1495327103,98.2770700324488,14.951182042195,1.44838048222271,0.180832501344965,-1.47396744367197,1.6057389854605,-0.0616875704382285,-0.00361702429410138
1999,0.0926289434410473,-2.37915362200983,45032.0654205607,88.3399083643618,15.2738653199334,0.0685732610100094,-1.02948208458984,-1.1693835019357,0.589287106272205,-0.895382345656844,-1.84898558745095
2000,0.612426075396743,-0.490327037077077,50157.3055555556,83.2370307563851,16.2605211987692,0.212096717601828,-1.65099629613866,-0.238069245989944,0.0959385889991081,-1.59883485530693,-0.757284479621662
2001,0.14064414722353,-1.96152235725813,16281.6542056075,90.1502126411413,17.7213121622062,-0.736532116947151,-0.808992799585767,1.14078581217975,-1.09726966011632,-0.681894708428964,0.187862454137365
2002,0.0197843925760708,-3.92286190585077,13885.7196261682,101.625678098658,16.7605189813558,-0.803626107384994,0.588682279831274,0.233883613008486,-0.50637652132928,0.737112149060323,-0.441176331907122
2003,0.544621843420806,-0.607663590437745,26097.4579439252,112.763285928948,16.3980362987,-0.461657565776164,1.94520737821147,-0.108267381205565,-0.0118549784437047,1.96867967418106,0.135990602181351
2004,0.360139539993525,-1.02126371154063,37041.5185185185,78.2004477458228,18.232542086902,-0.155188139672397,-2.26443603724016,1.62334080135902,-1.18369873074593,-2.24686328359388,0.888497313951806
2005,0.761550184013059,-0.272399207291004,39590.3177570093,110.54867446114,16.2770689850742,-0.0838134397107223,1.67547476731167,-0.222449626606157,0.229194178695082,1.62915316235094,0.341121703069607
2006,0.647312288509837,-0.434926429353438,112549.710280374,102.200491844974,15.8480183076827,1.95928774774281,0.658692760147431,-0.627434810345567,1.45523291490373,0.194515345234567,1.91223205512121
2007,0.0239835011032925,-3.73038913906854,12165.0654205607,97.2487466024206,17.0345120775402,-0.851810042709672,0.0555859885083426,0.492508410144785,-0.723085540142953,0.221417074107477,-0.403488724710421
2008,0.0888925998325518,-2.42032638140565,11053.537037037,96.2129542914871,16.7197981870849,-0.88293646635058,-0.0705702101925356,0.195446851994432,-0.587165900683849,0.13437624241502,-0.87446227695102
2009,0.265847399832864,-1.32483281965941,17006.1401869159,96.0263906879154,16.5330970017861,-0.716244144178866,-0.0932930618628008,0.019217754088576,-0.402655517886601,0.0865233663057678,-0.902165813821265
2010,0.556356608880587,-0.586345807450892,21200.9439252336,106.088203619923,15.6381098592353,-0.59877594436968,1.13220365030859,-0.825569473783833,0.237254304624897,1.29141277884919,-1.29868012646508
2011,3.0040332634136,1.09995580688106,73578.5327102804,100.171494555439,14.4777426713944,0.867967543227371,0.411567363945727,-1.92085155474912,1.56238907305347,0.337988927899667,-1.18961716217929
2012,0.0991270541061632,-2.31135287685935,18293.1388888889,102.47643900086,16.7306991735564,-0.680203978748348,0.692302243304843,0.205736401089053,-0.415376973139483,0.807357232848099,-0.279273370410986
2013,0.0314808160605232,-3.45837693262652,10528.9158878505,104.629046488797,17.6062788222685,-0.897627571303557,0.954482967284569,1.03220470331386,-0.964378998937572,1.0402424068678,0.61636434871241
2014,0.0822296921552874,-2.49823882370952,8001.31775700935,92.8153318203427,17.9151686636248,-0.968408571033963,-0.484389786815922,1.32376888383786,-1.29316250255508,-0.332093879281772,0.27461299221652
2015,0.0606818555430191,-2.80211054581609,6313.72897196262,104.315140274347,18.3443320300749,-1.01566656663142,0.916250191905204,1.72886043589576,-1.41561801063723,0.974485855606123,1.33944767809485
2016,0.354555300605925,-1.03689094910859,29039.3240740741,90.53218384904,18.0166582184976,-0.379275709568799,-0.762469925170669,1.41956587984234,-1.05561182426527,-0.749315732745053,1.00447346314332
2017,1.08974416278307,0.0859429556485829,107352.028037383,92.7925283287136,16.3731924968419,1.81373567561913,-0.487167179340145,-0.131717691834273,1.00016421689787,-0.898524778984972,1.86478617536738
2018,0.217855222253181,-1.52392455492183,25037,99.3896883080331,16.8924731416573,-0.491353850374261,0.316345857421473,0.358436451800814,-0.432468427394969,0.391208941098679,-0.0147729349142429
2019,4.94028294245863,1.59742260536098,83293.5981308411,95.4190837163664,15.9373657098907,1.14002109261212,-0.167261113340335,-0.543098912498171,0.895295303594759,-0.394211665033332,0.647223435295045
