"Year","Index_Delta","log_Index_Delta","MeanFlow_Delta","FlowTiming_Delta","MeanWT_Delta","MeanFlow_Delta_stnd","FlowTiming_Delta_stnd","MeanWT_Delta_stnd","PC1","PC2","PC3"
1995,0.0271048208621511,-3.60804367532502,72821.1967213115,143.222485211363,17.9275752083117,2.35138130885273,-1.20714961435097,-1.61626850341875,-2.1454399041012,-0.152962555152748,1.3643549225365
1996,0.0315308568908604,-3.45678862879286,30897.4426229508,145.447705895336,19.5210148514746,0.331335617197081,-0.490577440187697,-0.368736715257741,-0.448489017359797,-0.296389994603455,-0.162690595660907
1997,0.00161093822625809,-6.43093852048953,10361.3442622951,147.617952604416,20.9085912259403,-0.65817159438351,0.208291851292889,0.717621116414584,0.688321590367134,-0.178478467254963,0.117303220184188
1998,0.0197963571104354,-3.92225734253028,69354.8360655738,150.631978339,17.137451550964,2.18435888781861,1.17887737081934,-2.23487014506156,-1.73958945546094,2.42722867840347,0.333705562269152
1999,0.0190460382833888,-3.96089616316354,18068.1967213115,145.714734702765,19.3499244680927,-0.286826173609978,-0.404588030471259,-0.502686371169343,-0.198377593144603,-0.298342493933134,-1.68931874533684
2000,0.011692175915846,-4.44883538601619,15652.4918032787,143.548542001378,20.0194174664093,-0.403224010991968,-1.10215183835304,0.021471416001893,-0.0832114739221648,-1.20595614180384,-1.04514577540015
2001,0.00654049922117503,-5.02974178291328,8626.03278688525,149.079699651075,21.5578766782572,-0.74178549168283,0.679007977044086,1.22595806211026,1.0794838004198,0.104036764188008,1.06651560978234
2002,0.00292386649982666,-5.83484839483093,10557.9344262295,147.592630202753,20.2708577979245,-0.648699133669571,0.200137456294961,0.218328452750592,0.454174550695533,-0.0139585521473435,-0.860888759382516
2003,0.0142580264563023,-4.25043527074751,27116.8852459016,139.364129784237,20.1136019788055,0.149174004865139,-2.44962868935848,0.0952101193602938,-0.652371544511225,-2.46926338460013,-0.0649047140202716
2004,0.00685920768923414,-4.98216334111085,9130.98360655738,147.335962943679,21.1938502184126,-0.717455043474792,0.117484703156418,0.940955374787618,0.79467193962358,-0.359245563318739,0.419208076398937
2005,0.0134343581881243,-4.30993980968777,39672.393442623,147.290460889515,19.0962218239914,0.754146073440602,0.102831996521061,-0.701314612041166,-0.646283027564982,0.507377215477199,0.185404053109829
2006,0.00885139790144579,-4.72717987747024,58702.5573770492,143.064178509273,19.6185249150363,1.6710916450859,-1.25812800877192,-0.292394379681504,-1.23662970698518,-0.804830482680901,2.58551175520549
2007,0.00476250086109844,-5.34698235772126,8625.72131147541,149.018976792627,20.5453716434449,-0.741800499751006,0.659453821803264,0.433250147492192,0.713091937395854,0.355304902925993,-0.519195468821866
2008,0.00564295912838606,-5.17734668290882,7780.85245901639,151.145514840972,20.5824026382782,-0.782509489728853,1.34424792052736,0.462242361536817,0.920350345331614,1.02679446334131,-0.388077783014896
2009,0.00938780144041015,-4.66834415157811,12038.9016393443,143.752689709453,20.8713192782866,-0.577340508883323,-1.03641158702455,0.688440256189236,0.319124674841491,-1.40555132290686,-0.0599646468298414
2010,0.0120724298300272,-4.41683095261473,18637.4262295082,147.398337383882,19.1596467251425,-0.259398534069439,0.137570705659631,-0.65165814674204,-0.14058162914631,0.30502655783106,-1.80498850018983
2011,0.120459171304622,-2.11644441081392,44589.1639344262,149.722532747977,18.0355932914158,0.991054748783087,0.886015000297499,-1.53169925541065,-0.935561793924352,1.63217855665062,-0.800505558080882
2012,0.0140479201610868,-4.26528092539946,10433.606557377,146.972305758504,20.7674400593324,-0.654689722566715,0.000378736225679995,0.607111397370671,0.583179391842244,-0.34951472509133,-0.143749305126035
2013,0.00240320206436107,-6.03095323738972,9002.70491803279,149.265251791356,21.045384838076,-0.72363599786827,0.738760028397668,0.824719229787686,0.903333837926575,0.305372186845261,0.317485165307287
2014,0.017579164782628,-4.04104089737431,4780.11475409836,153.440640357766,21.9041975951811,-0.927096428636726,2.08333105659201,1.49709876996289,1.64866274047856,1.38657056556826,1.54691916032983
2015,0.000451360285332188,-7.70324467854979,5361.80327868852,149.232002323662,21.6367260845248,-0.899068466369152,0.728052936050883,1.28769064245525,1.19374593184105,0.0981692057118926,0.87545167740258
2016,0.00399904214559387,-5.52170041013976,9643.4262295082,148.095428976505,21.0616758779476,-0.692763611732209,0.362050210867602,0.837473770061127,0.798439224241808,-0.071987214953216,0.320154434892454
2017,0.0162930930860442,-4.11701399802384,46938.8196721311,142.939785587657,18.772093026081,1.10427008581347,-1.2981853868715,-0.955080721467818,-1.28380355131693,-0.741925922239141,0.0814819148574986
2018,0.00274218583444774,-5.89899992681695,10046.4098360656,146.442528201086,20.5482864335974,-0.67334633110595,-0.170221806397419,0.435532187723002,0.470087576627272,-0.466878776305418,-0.563844587148992
2019,0.0614036795817351,-2.79028551758336,41682.4590163934,146.941785867389,18.1547690681526,0.850998666667672,-0.00944936976354669,-1.43839445375351,-1.05632884419484,0.667226500048152,-1.11022111326307
