"Year","Index_Sac","log_Index_Sac","MeanFlow_Sac","FlowTiming_Sac","MeanWT_Sac","MeanFlow_Sac_stnd","FlowTiming_Sac_stnd","MeanWT_Sac_stnd","PC1","PC2","PC3"
1996,0.00485187761973476,-5.32838951086172,31875.8064516129,148.922734402672,19.3404637562151,0.805227954291913,-0.369967360407588,-0.358876755162881,-0.614050308131351,-0.0197365825841042,1.01109099640521
1997,0.000595238095238095,-7.4265490723973,13241.4516129032,153.754388101879,19.5244049369722,-0.675835119895397,1.144358278415,-0.209772763829375,0.573568898450241,1.16446789064615,-1.22499902311408
1998,0.000505050505050505,-7.59085212368858,51817.7419354839,150.98396986958,15.9998641356502,2.39021785754483,0.276060254465044,-3.06678987621204,-2.19094863833862,2.53869657636912,-0.170707724304523
1999,0.0143207335543645,-4.24604689289819,18619.3548387097,148.476437976438,20.5929349816875,-0.248398057907672,-0.509844545908685,0.656385069185797,0.211253979843341,-0.952263385752203,0.32917401993973
2000,0.00519029581529581,-5.26096458626179,18409.6774193548,148.792798317855,20.2148550980677,-0.265063270413571,-0.410691625203083,0.349910904680666,0.127130208480998,-0.669018829394028,-0.30052816723542
2001,0.00037202380952381,-7.89655270164304,10680.3225806452,153.500362439216,20.9401550926555,-0.879394280957775,1.06474214740946,0.937844088876219,1.09734411408253,0.352590414286244,0.690199265662618
2002,0.00988992819349962,-4.61623839388959,13395.8064516129,152.313374431093,20.0181064306719,-0.66356695961221,0.692719133017796,0.190425076235311,0.586073254931149,0.469649771435366,-0.716973254015335
2003,0.023170695045695,-3.76486694333153,31706.4516129032,143.999847390375,18.5928925144845,0.791767590344842,-1.91288713153515,-0.964863166087212,-1.33691723103862,-1.202006432669,-1.74287960933722
2004,0.00686907338693053,-4.98072606002081,13775.8064516129,153.244233696288,20.3302919806016,-0.633364466793835,0.984466873889979,0.443484838815788,0.766042056845609,0.61352502783777,0.181807480630404
2005,0.124048664078426,-2.08708133812097,34240.3225806452,149.601158792218,18.9620993669967,0.993160273781464,-0.157337169783478,-0.665581541870904,-0.752404972440814,0.411417106394644,1.02466819828629
2006,0.0438645096085572,-3.12664972302527,40366.1290322581,143.84920286091,18.9743287896179,1.48004086683829,-1.96010178877656,-0.655668287443484,-1.53042992849409,-1.32361585859399,0.718433077499079
2007,0.0258240461588676,-3.65644919945554,10781.935483871,153.248863092389,20.7244729552071,-0.871318062589534,0.985917808423874,0.763010658860538,0.998966632752127,0.381182347274678,0.256057848629377
2008,0.032245920773093,-3.43436373139662,10003.2258064516,154.30109642051,20.0110391732002,-0.933210097957582,1.3157063251503,0.184696308525575,0.898564842643491,1.05385119456599,-0.884786798568277
2009,0.0328961443884913,-3.41439981991748,14187.0967741935,147.089097316962,20.3417901566583,-0.600675011493815,-0.944661621223987,0.452805339728376,0.147524390252205,-1.32316092405822,-1.44222878863062
2010,0.00635931069958848,-5.05783528807155,19162.9032258065,150.564178099487,19.2008503077767,-0.205196699334697,0.144490096503834,-0.472048380572254,-0.0532844167586021,0.398293891492171,-1.45283756507219
2011,0.0175733057226564,-4.04137424862625,38024.1935483871,151.375906680806,18.2918639638796,1.29390326254168,0.398900176153827,-1.20887898796998,-0.926767413422065,1.35010383313337,1.12468186668255
2012,0.134372249278499,-2.00714135079532,14010.1612903226,149.908419004639,20.0331626180202,-0.614737886969937,-0.0610363902935158,0.202629725670834,0.331989379534914,-0.286301137518181,-1.23716583765135
2013,0.0101008535253327,-4.5951353512468,12274.3548387097,152.560032062654,20.2143086002028,-0.752700207730272,0.770025992891751,0.349467909737516,0.713266073534769,0.435726932906987,-0.533658902128673
2015,0.00312369845897543,-5.76873757567899,7097.74193548387,150.437940280871,21.751314173769,-1.16413866571234,0.104924933679639,1.59537524151222,1.1832363429342,-1.05806051923366,0.521826693408951
2016,0.00209263392857143,-6.16933175355256,13553.2258064516,152.586957039153,21.0616082643265,-0.651055230838554,0.778464756258386,1.03629486853156,0.946220256342713,0.0431193522773482,1.2548326216444
2017,0.0183390022675737,-3.99872521561983,38025.8064516129,143.593145571768,18.8293025246763,1.29403145648403,-2.04035466741701,-0.77322757928873,-1.5210515765486,-1.36342896235262,-0.105043769051457
2018,0.00198688271604938,-6.22118834279652,11470.6451612903,151.581287437779,21.537815983759,-0.816579249204793,0.463270134219334,1.42231213437142,1.07416115063943,-0.535535810257303,1.38313721658808
2019,0.0268543038269601,-3.61732917936568,33406.4516129032,147.687331015836,19.5254386532269,0.92688400558494,-0.75716460992923,-0.208934826294954,-0.729487096094953,-0.479495896206524,1.31590015373245
