"Year","Index_Yolo","log_Index_Yolo","MeanFlow_Yolo","FlowTiming_Yolo","MeanWT_Yolo","MeanFlow_Yolo_stnd","FlowTiming_Yolo_stnd","MeanWT_Yolo_stnd","PC1","PC2","PC3"
2000,0.150888888888889,-1.89121154819972,9927.83333333333,66.2906241897546,15.5161805555556,0.731367725085469,-1.40919625686296,-2.2935699629979,-1.37862942796077,-2.0923398350147,-0.756190379858891
2001,0.0444444444444444,-3.11351530921037,1063.06542056075,82.951225516053,19.0657142857143,-0.578716650564624,-0.571773484245375,0.69530442203371,0.0751461697135058,0.661040678568954,-1.60201517816587
2003,0.026,-3.64965874096066,1306.81308411215,109.286871822011,17.7301470588235,-0.54269427425855,0.751952443545693,-0.429306013422873,0.642697499584728,-0.549777590294079,0.318003704581944
2004,0.0765798611111111,-2.56942114657904,11159.9444444444,62.3685908764314,17.6508401084011,0.913455911895836,-1.60633199927805,-0.496086196594113,-1.39118924485618,-0.26443990323619,-0.907846104930198
2005,0.162265151515152,-1.81852354399737,1548.81308411215,100.574893044417,20.0177777777778,-0.506930177327087,0.314056518900862,1.4969866712189,0.592985947300808,1.40533238165821,-0.365403242012314
2008,0.0293247172917497,-3.52932452500911,650.722222222222,97.3786106605197,19.6651096647905,-0.639655006409288,0.153399673234253,1.20002352916755,0.546548287825305,1.10429737305602,-0.739739552764403
2009,0.0152116403789525,-4.18569432981136,714.943925233645,89.6904273258474,19.0698426573427,-0.630163968344807,-0.233036547068969,0.698780705159907,0.28311256288239,0.633770818637935,-1.21335371991878
2011,0.206995514639395,-1.57505815436025,10813.3177570093,86.4983824895746,18.0431678541786,0.862229505084015,-0.393480398089628,-0.16572777798595,-0.683597988461947,-0.0286294570100028,0.639650825000825
2012,0.00656185624171621,-5.02648175237656,337.75,120.013597609453,17.1333001866469,-0.685907770427515,1.29111692351252,-0.931879157855317,0.952815275345188,-1.10713169346928,0.890883301911178
2013,0.00432291666666667,-5.44382495021928,454.373831775701,114.501378090419,17.8931825917598,-0.668672456278156,1.01405260497439,-0.29202242484813,0.86339451935064,-0.447599907077966,0.493089293031615
2014,0.00687601040621606,-4.97971667805139,307.953271028037,124.728445267215,18.5627168347868,-0.690311295647324,1.52810241525466,0.271756905344475,1.20777907819604,0.0745645426425751,1.11842882599625
2015,0.00534348456283322,-5.23187729896518,474.439252336449,112.769073180341,17.60302169014,-0.665707077576069,0.926980622852911,-0.536351554339265,0.789795319811653,-0.684423220028374,0.396987473865086
2016,0.0535532341598722,-2.92707908876976,3317.5462962963,81.3520478934956,18.536197806412,-0.24553701184588,-0.652154001872679,0.249426635891923,-0.19096633679607,0.264402536187335,-1.23030838063543
2017,0.00619798889421004,-5.08353041145264,22796.4485981308,72.7920827149663,20.0429924020424,2.63316278171325,-1.08240916691279,1.51821857104629,-1.81147560540806,1.92094896347592,1.96831162431705
2018,0.00204020915227812,-6.19470295075488,447.224299065421,112.482289511629,18.224832168131,-0.669729053719747,0.912565826514489,-0.0127578794234132,0.83925988065003,-0.162218501206864,0.334220653500681
2019,0.0939683960433268,-2.3647967655492,14342.6168224299,75.5488257985482,17.0847075161632,1.38380881862048,-0.943845174459318,-0.972796472395816,-1.33767593717728,-0.727797186889491,0.655280856081248
