"Name","PC1","PC2","PC3","Spacer","Name","PC1","PC2","PC3","Spacer","Name","PC1","PC2","PC3","Spacer","Name","PC1","PC2","PC3","Spacer"
"MeanFlow_Sac_stnd",-0.439381058100268,0.16550700642849,2.64888798357216,"","MeanFlow_Delta_stnd",0.52132843773726,-0.137173377580314,1.60890282640325,"","MeanFlow_SJ_stnd",0.379541610214425,1.24227340201099,0.110711401602101,"","MeanFlow_Yolo_stnd",-0.476837875929179,0.661070975011797,0.650895121897389,""
"FlowTiming_Sac_stnd",0.315109022732278,1.00378238853184,0.897369432591293,"","FlowTiming_Delta_stnd",0.0657881181512203,0.989057180110854,0.243246869485684,"","FlowTiming_SJ_stnd",0.392157539872506,-0.683118814332444,1.13265144688369,"","FlowTiming_Yolo_stnd",0.520866768341428,-0.123069096068122,0.912475872440175,""
"MeanWT_Sac_stnd",0.400327806454269,-0.608451973486399,2.20095128510142,"","MeanWT_Delta_stnd",-0.526295544666059,-0.0122443978007286,1.62412461859595,"","MeanWT_SJ_stnd",-0.394459415866411,0.516160206771495,1.23256631485952,"","MeanWT_Yolo_stnd",0.443525878993201,0.855251744894403,-0.371808995370373,""
"",,,,"","",,,,"","",,,,"","",,,,""
"SS loadings",2.20939905156725,0.711649836113293,0.0789511123194586,"","SS loadings",1.80799649681084,1.00280729250606,0.189196210683106,"","SS loadings",2.20537511312025,0.439306341124399,0.355318545755347,"","SS loadings",1.4380383315139,0.844868332251788,0.717093336234309,""
"Proportion Var",0.736466350522417,0.237216612037764,0.0263170374398195,"","Proportion Var",0.602665498936946,0.334269097502019,0.0630654035610354,"","Proportion Var",0.735125037706751,0.146435447041466,0.118439515251782,"","Proportion Var",0.479346110504634,0.281622777417263,0.239031112078103,""
"Cumulative Var",0.736466350522417,0.973682962560182,1,"","Cumulative Var",0.602665498936946,0.936934596438966,1,"","Cumulative Var",0.735125037706751,0.881560484748218,1,"","Cumulative Var",0.479346110504634,0.760968887921897,1,""
"Proportion Explained",0.736466350522416,0.237216612037764,0.0263170374398195,"","Proportion Explained",0.602665498936946,0.334269097502019,0.0630654035610353,"","Proportion Explained",0.735125037706751,0.146435447041466,0.118439515251782,"","Proportion Explained",0.479346110504634,0.281622777417263,0.239031112078103,""
"Cumulative Proportion",0.736466350522416,0.97368296256018,1,"","Cumulative Proportion",0.602665498936946,0.936934596438965,1,"","Cumulative Proportion",0.735125037706751,0.881560484748218,1,"","Cumulative Proportion",0.479346110504634,0.760968887921897,1,""
