"Year","Index_Sac","log_Index_Sac","MeanFlow_Sac","FlowTiming_Sac","MeanWT_Sac","MeanFlow_Sac_stnd","FlowTiming_Sac_stnd","MeanWT_Sac_stnd","PC1","PC2","PC3"
1995,0.137842262707714,-1.98164527143206,70558.6666666667,103.760086169429,13.1809485420978,2.04052824936172,0.350824266385344,-1.72977721560233,1.89704778718795,-0.918669788697089,0.174397778506386
1996,0.157601959878746,-1.84768266585684,40644,104.152708066791,15.3371557104662,0.518202303279149,0.445822541192812,-0.424720327807877,0.585092932793139,0.0828636217963813,0.288846137696858
1997,0.567177409010742,-0.56708313352296,14888.9333333333,99.6124548881944,16.1754184792788,-0.792445970580485,-0.652731110689011,0.0826430722722504,-0.596180150180488,-0.132721387108767,-1.20175361571093
1998,0.204514769291555,-1.58711508463253,55834.6666666667,103.684162766262,13.3835378988262,1.29123936441833,0.332453940209353,-1.60715883306894,1.4965553645129,-0.512324185954785,-0.523891389836536
1999,0.192407215007215,-1.64814124141614,33182.6666666667,98.077711254872,15.3658485604256,0.138502891874353,-1.02407564958758,-0.407353814042735,-0.0485149112847028,-1.0048934156873,-1.0459103116532
2000,0.618742526197748,-0.480066044044514,32445.3333333333,98.8454836853785,16.1058784201903,0.10098077348499,-0.83830644814234,0.0405535483979035,-0.236253027122125,-0.794830793650331,-0.356785406876014
2001,1.15160920653642,0.141160274284906,13680.9333333333,97.9334548325163,18.9155494028181,-0.853919820961605,-1.05897974267501,1.74112319778335,-1.59671584185416,-0.365087293866634,0.749559466620832
2002,0.542168597417322,-0.612178260567672,15919.2,100.640693837211,15.2212570014366,-0.740016782733363,-0.403939775048459,-0.49486869329171,-0.200697256597235,0.0258587939771487,-1.7782692003962
2003,0.908050394390762,-0.0964554014905807,29349.3333333333,111.879202253316,14.6830830779471,-0.0565714125911251,2.31531485163581,-0.820601580179757,1.11300894059565,2.03229756062191,0.266175356146729
2004,0.392172252213898,-0.936054116794887,24468,97.343850471364,17.4530221029485,-0.304977335599159,-1.20163963379358,0.8559200715334,-0.945514339683624,-0.845227013136809,0.0707695611437869
2005,0.692971030617215,-0.366767083527159,28977.3333333333,108.884599457047,15.2343977186792,-0.0755021016157746,1.59074472121112,-0.486915198006287,0.709185876257229,1.42091809736006,0.2466329390332
2006,0.109750918672744,-2.20954185646741,68449.3333333333,104.389952665719,13.2329379421096,1.93318649295671,0.503225930450972,-1.69831032987213,1.88071299406793,-0.722630397623785,0.191041072635576
2007,2.42987651226312,0.887840438062461,12757.2,102.182736023579,17.3877496362436,-0.900927639442883,-0.0308292879117013,0.816413532687683,-0.825967493527622,0.518226381737052,0.073442238172875
2008,2.20328632062876,0.789950027885588,9912.13333333333,104.171722199056,17.1231334904849,-1.04571009191886,0.450423175478043,0.65625307653572,-0.658906051420137,1.01504012692629,-0.00874919293170284
2009,1.94278342650487,0.664121700726726,15580,106.076422764228,16.3366102275707,-0.757278314231108,0.911282004116722,0.180205312325072,-0.14478249627026,1.23581418749087,-0.0431275783404004
2010,3.28441542343139,1.18918868280767,17410.6666666667,106.492571603615,14.1693354069022,-0.664117611611594,1.01197282668805,-1.13155033618118,0.597816470752625,1.19985398076617,-1.674551373588
2011,0.988542141736444,-0.0115240052756874,52400,101.058040712468,14.8880196907002,1.11645278761727,-0.30295907730315,-0.696562507330796,0.756644796860894,-0.926183669554214,0.126960790672924
2012,0.476742456270057,-0.74077885786737,21850,103.8207597254,15.4396016139172,-0.438204604057579,0.365504759710871,-0.362714350883953,0.104511316979255,0.545978332100407,-0.768026024822689
2013,1.65660128917347,0.50476808738616,12385.8666666667,103.356126337546,17.7497153985062,-0.919824402501537,0.253082679942403,1.03549540854659,-0.85809226203956,0.791930230987107,0.531410720093964
2014,2.88774298380555,1.06047522254317,8968,98.2325750817722,16.7588974017516,-1.09375604495956,-0.986605002931219,0.435797072419751,-1.01380916120099,-0.240960130615093,-1.27087678467722
2015,3.31583749837288,1.19871023075647,6912.26666666667,105.837544847807,18.6890755238643,-1.19837015369864,0.853483419518995,1.60404856971881,-1.08555251382747,1.50899913756174,1.37214109441677
2016,1.87260461262544,0.627330302739441,30657.3333333333,92.8821902318097,16.9855424586811,0.00999133268909415,-2.28117704213109,0.572975306946366,-0.996571685906313,-1.99010890822678,-0.637849438057063
2017,0.871881159495424,-0.137102149343111,62104,104.717420241316,15.3895686324188,1.61027914862587,0.582459551769901,-0.392997102967922,1.0954277463339,-0.400503282456756,1.66469330810967
2018,1.91409877473717,0.649246898144947,26443.7333333333,98.4837138477673,18.6493517443393,-0.204434342779355,-0.925839799392879,1.5800055218898,-1.18516339564414,-0.616751766493808,1.35333766534198
2019,1.3926881134635,0.331235774153939,55745.3333333333,101.237604343562,17.116266181855,1.28669328497513,-0.259512098704383,0.652096598178938,0.156716360217345,-0.906888418252976,2.20038218829841
