"Year","Index_SJ","log_Index_SJ","MeanFlow_SJ","FlowTiming_SJ","MeanWT_SJ","MeanFlow_SJ_stnd","FlowTiming_SJ_stnd","MeanWT_SJ_stnd","PC1","PC2","PC3"
1997,0.00319664902998236,-5.74565219598106,3770.32258064516,144.366358658453,20.4343226568678,-0.54310770220164,-0.448601178404798,0.639923210035735,-0.634478041950653,-0.0379374513624606,0.220510804061261
1998,0.00173611111111111,-6.35610766069589,17864.5161290323,150.747201155652,18.8278209764919,1.59263068412559,1.33536407338033,-0.261585412812513,1.23132753331809,0.931250434840369,1.36640305681346
1999,0.00677360090306519,-4.99472244231491,4352.25806451613,144.060850874592,20.7661187327379,-0.454925150500314,-0.534015490197818,0.826114750995792,-0.70794996715414,0.226062174817672,0.363022395619176
2000,0.000793650793650794,-7.13886699994552,3841.29032258065,145.71569533087,19.4482748088246,-0.532353732481965,-0.0713516635314922,0.0865900586232165,-0.264187749610536,-0.567892875968028,-0.0330262033469989
2001,0.000694444444444444,-7.27239839257005,2579.1935483871,142.880432743418,21.0910540343436,-0.723603307610255,-0.86403851294379,1.0084562821897,-1.01127185811738,0.211852824983378,0.184223635197033
2003,0.00291545189504373,-5.83773044716594,2350.16129032258,147.344108160044,20.0465935898128,-0.758309300796476,0.383922370278733,0.422344167605354,-0.303849514482532,-0.986294816377615,0.87146393691588
2005,0.0407441681935188,-3.20044256135223,10150.3225806452,149.844959638975,18.3966078790618,0.423674175597045,1.08311407423426,-0.503566065784738,0.784189705724961,-0.473497207353106,0.653017715131889
2006,1.00591089911411,0.0058934982859681,21116.1290322581,145.947754353804,19.7519419380685,2.08535802400883,-0.00647226344299947,0.25699668740738,0.687567232202352,2.72765759513738,0.5403075510557
2008,0.00222222222222222,-6.10924758276437,1927.51612903226,142.914874566967,20.4820908164307,-0.822354078645188,-0.854409217682779,0.666728913552627,-0.910178105807481,-0.0937866533181472,-0.237004209311319
2009,0.042282848324515,-3.16337375211974,1630.46774193548,144.489044307491,21.5559186170316,-0.867366774174105,-0.414300545710513,1.26932088934774,-0.992368441449345,-0.139317243076412,0.99923666714193
2010,0.000568181818181818,-7.4730690880322,4553.54838709677,147.86522385945,18.055915504561,-0.424422981840876,0.529616657562601,-0.694749876609791,0.320657614066117,-1.24764272467338,-0.303442684871792
2011,1.29181980861462,0.256051928617431,11790.9677419355,148.067793827971,16.6882063798874,0.672286402843683,0.586251464808715,-1.46225705354158,1.06186465923315,-0.320074791863534,-1.06388044807094
2012,0.00158730158730159,-6.44571981938558,2305.48387096774,146.329718763117,20.6940052493455,-0.765079413551816,0.100317903205397,0.785647362821843,-0.560945050250857,-0.613446947731979,0.997284678775116
2014,0.00222978080120937,-6.10585199376323,971.225806451613,136.530955227846,20.2610022496705,-0.967263820617793,-2.63923469742002,0.542662283693365,-1.61617090150424,0.881405436723848,-2.42755288077283
2017,0.012526455026455,-4.37991246898155,16774.1935483871,147.405576923077,16.8047802218552,1.42741060388696,0.401107896699304,-1.39684017597695,1.25005596490404,0.778236562085616,-1.10935207998066
2019,0.00705467372134039,-4.95406494260786,11692.9032258065,151.023918561024,15.3988670730383,0.65742637195832,1.41272912916481,-2.18578602154719,1.66573692087846,-1.27657431686361,-1.02121193435691
