"Year","Index_SJ","log_Index_SJ","MeanFlow_SJ","FlowTiming_SJ","MeanWT_SJ","MeanFlow_SJ_stnd","FlowTiming_SJ_stnd","MeanWT_SJ_stnd","PC1","PC2","PC3"
1995,0.169411463844797,-1.77542482582607,20287.7333333333,107.354427634433,15.339742054936,1.68138197050173,0.0806859387929092,-0.813945797327226,-1.19619938213319,0.665121358628203,1.33142048883188
1996,0.0292092167092167,-3.53327097878536,9720.66666666667,101.146903504561,16.1914708155032,0.265616971193455,-1.54023616144594,-0.27139877855279,-0.648067205962122,-1.38807388998655,-0.275361541639467
1997,0.144367851798407,-1.93539071028483,5841.86666666667,101.666659058748,17.5319043078291,-0.254060764600486,-1.40451646920192,0.582450743497536,0.0501669707800542,-1.63065808206139,0.193160124021543
1998,0.184422461196211,-1.69052616835662,19188,106.198804808561,16.176146576982,1.53404080090192,-0.221072788004828,-0.281160242894009,-0.944798373469917,0.164271975881476,1.81262382949772
1999,0.451021474284394,-0.796240325791736,6744.53333333333,104.053653329116,15.0275945013384,-0.133122389456113,-0.781219372801777,-1.01278224909778,-0.615537749615862,-0.469773444862998,-1.76857494035986
2000,0.0634556333217047,-2.75741430512677,6732.13333333333,99.8965360163197,16.3730034122445,-0.134783729026043,-1.86673481899563,-0.155763409956355,-0.477933804880542,-1.82563366231834,-0.759057578344897
2001,0.0246815667797811,-3.70169859817629,3290,109.035947315096,19.3776706847986,-0.595957302545564,0.519767987504888,1.75819482018224,1.26497768535748,-0.171075568880788,1.70415818047446
2002,0.0357411792902864,-3.33145177342459,2597.2,108.995174290261,17.3466681925382,-0.68877795206553,0.509121247248078,0.464456251855021,0.689125417014944,0.222364725039483,-0.261215959330339
2003,0.0388466058852964,-3.24813457058483,2598,108.169104439312,17.193336299075,-0.68867076886747,0.293416104629184,0.366784592128397,0.588074333828147,0.0403588556392377,-0.438454355778306
2004,0.104818688049715,-2.25552320190744,2983.2,106.141682309824,18.481506427851,-0.637062059001577,-0.235988738178598,1.18734260942052,0.821967960483116,-0.742132993010881,0.699394515700024
2005,0.17782088487277,-1.72697850007405,9306.13333333333,106.397544271878,14.9003642659624,0.210078210732028,-0.169177510348163,-1.09382728138628,-0.669133022160611,0.228731294611789,-1.26771083937362
2006,0.306823338243547,-1.18148314248798,22986.6666666667,111.444257540603,14.1936736623123,2.04298235302352,1.14863115212315,-1.5439857096997,-1.45456071939326,2.03064747096261,1.02600065975576
2007,0.228261613952154,-1.47726287820721,2498,108.975553776354,17.7450001315213,-0.702068668624971,0.503997896304204,0.71819173195552,0.815744516779869,0.13205992408445,0.0767280561293936
2008,0.168037999992365,-1.78356513472533,2544.93333333333,110.664483679992,16.7544778603993,-0.695780587672117,0.945014918434984,0.0872339316470702,0.621818681599005,0.776139759096871,-0.724568116215023
2009,0.115192666460524,-2.16114919194352,1702.26666666667,111.358894023655,16.8057709120716,-0.80868022296199,1.12634084631358,0.119907352525939,0.738616957993509,0.923788434396495,-0.810865973732286
2010,0.0860754956022813,-2.45253051197823,4028.4,111.824115446993,15.5735937085575,-0.497027210736178,1.24782046859395,-0.664983447595928,0.240427220303687,1.35932389148466,-1.44009310689776
2011,0.302746952978434,-1.19485796108039,18984.6666666667,105.049696246093,13.1569837645186,1.50679840472833,-0.52113049628094,-2.20435206044614,-1.9268258289311,0.488403082386658,-0.998520696872906
2012,0.348092754876768,-1.05528629772013,2498.4,111.858522787918,17.2919596380415,-0.70201507702594,1.25680498772734,0.429607172526202,0.867111066953562,0.972490005163381,-0.1931306526697
2013,0.0333387589042351,-3.40103462778023,2131.05333333333,111.415181224934,18.0699340304393,-0.751231815188462,1.14103868181206,0.925173022618188,1.09923787650514,0.686838009827073,0.413445228054498
2014,0.231758593752556,-1.46205899322776,1513.53333333333,112.658908514293,17.6229273038881,-0.833966525770981,1.46580343629619,0.640431942956904,1.08546089532027,1.08588742455831,-0.0506928923206927
2015,0.0961616161616162,-2.34172500133132,645.493333333333,102.38699082872,18.7333950200622,-0.95026565482599,-1.216421882532,1.34779440005451,0.806088889098724,-1.82605032800849,0.287320084355438
2016,0.0260251625579007,-3.64869141827965,2091.41333333333,106.827759218646,18.723861087396,-0.756542742652335,-0.0568388547940853,1.34172133197847,0.999671826416943,-0.637559620793364,0.774942086797946
2017,0.158829087579088,-1.83992657578994,24192,103.204695767196,15.0598901759137,2.20447170476726,-1.00290100391441,-0.99221006371276,-1.811473976139,-0.251586793014704,1.64877164946134
2018,0.152740388207367,-1.87901560790298,5790.4,107.379616837064,17.0134979616651,-0.260956217009014,0.0872633977568655,0.252228458368025,0.270986503188955,-0.045330427825277,-0.0105709850617091
2019,0.422349843229473,-0.861921295994984,12556.8,102.030655368671,14.7539235091748,0.645599272182521,-1.30946896703912,-1.18710932104557,-1.21494673893779,-0.788551400997896,-0.969147264483425
